,AMM.,BOD,COD,DO,PH,TKN,WT
316,7.410716554883457,5.86548035461065,55.066955598494935,6.3508018136566005,8.466994377307048,11.021112725672314,33.26628079342563
317,12.588425678315783,19.71327217404779,80.47235197455288,4.426813583341136,7.428069447861905,18.451336727930784,30.303518690550916
318,23.07267326858098,28.269548951095473,90.40587042788454,2.7590476815102605,8.456090357067163,27.858438030215993,27.422234274222422
319,24.25289940937488,37.4619696836471,98.96820193956046,3.384563047566202,7.9674917888012535,34.00218195797543,23.2528622471726
320,3.421899306460959,9.580761372714312,21.938569570447072,11.44513838468145,7.685475277366918,9.633752058766778,19.389302319043413
321,5.101914931399858,4.921244456184532,26.054960855234874,7.230427797457482,8.713568937533534,10.560446878481951,30.421012579172448
322,3.4814947729709997,9.57955530745852,44.24385237824093,10.622988560222307,8.417794963448875,8.38641896844633,30.051561871233012
323,5.56833692269669,7.044351572410637,28.413442871931814,10.845612535738393,9.509046993187544,7.892783186754231,33.28080113853489
324,5.4527987554975805,3.7899184630154608,27.62985752010922,13.277382732461914,9.027162299946541,6.770776495674805,37.53830901230483
325,5.996911254200455,7.489543836319313,28.72384867042389,11.415441195232194,8.564197962666412,2.3140240290887055,32.374724540378764
326,8.366193944500102,12.720641438934905,18.039302295137364,14.684843664243939,7.942673130891168,8.07998267833082,33.00450142099912
327,7.621354704488577,3.5301285782360114,37.55002688224045,12.430433657252442,8.242703378703686,7.995769134105915,33.20369093692113
328,8.546756992150664,6.380155544429634,14.881127855917143,14.709928875843234,8.670545867090055,5.221737464186798,21.395650137064415
329,12.230267420963607,14.346487543135286,47.905723863714094,1.3827286595236388,8.268036455904795,14.634363387347614,17.741940260623256
330,13.068477764740518,11.015867412023145,62.18299346390334,3.95400329440727,8.43991980882648,15.95167065255361,22.44566945570479
331,13.411240882125131,13.6240714393744,80.23289416302809,1.3675096336583912,8.910849399253147,16.446367805492777,28.205765532704525
332,18.857137748121264,18.16748979229385,88.247962750352,1.070726343271991,7.89148416450524,26.249454100416152,28.709046202739064
333,16.837688485914036,18.754559161064787,103.0517913749882,3.1742268908121347,7.938348914391103,31.31197044814401,40.21628133012258
334,22.858483548157928,18.972039506792804,85.39674830363558,3.0493017103402393,8.861744241874,38.36510540009348,35.726254220858685
335,15.564180833318009,8.85539000278612,50.6457881591075,1.8261385095313605,7.813167560650616,25.55768997588078,32.85891870766242
336,8.237215234586373,11.650585048790852,43.43870909748315,3.7807193305191786,8.008005399075099,10.9486287047913,35.90124993380463
337,17.74755118804614,27.16514626251545,69.47371090635829,1.122253560310508,7.874393054932462,26.74883357855871,28.21351151330257
338,17.065485553542878,32.40678278315039,79.86130298504284,2.7826559155468216,8.16941744278894,36.29657860958581,20.301351065467518
339,14.718545971336187,11.94951029231139,34.672823906942305,2.2037600640668678,7.648773263478639,15.467204164942755,17.877109237502623
340,10.09634980881593,16.717955835071734,49.569655088282175,3.234158335293861,8.617343921799122,10.12770982055384,22.72829486956646
341,19.077908196456256,17.739754267006216,95.55650027503114,1.5775064010659503,8.322160619504686,21.67488693199806,25.44976795181679
342,22.037555924050935,13.505964037930527,87.65701870424786,1.768847616422677,8.038448515425511,25.817550896483564,30.169478842482285
343,15.46867385945995,27.928734895931566,98.84349698907049,1.4051287299728998,8.377605932085547,22.16061502472026,39.232103185193196
344,24.78963739716281,11.994613588775142,81.07974232121505,1.0501428667630828,8.335902179397324,30.508148414528264,33.41476759363335
345,18.762850970940683,8.096975496491073,52.647740848031646,1.5227020481943456,8.411122296103125,32.87562434155263,34.834599435851324
346,7.855698182583596,10.503971761676805,47.87379378400062,5.0957220321267505,8.622222793244251,7.582885048981751,33.15498551860748
347,16.509902069282973,30.02192636817801,73.36611334275005,3.2813422723605163,7.990053475116692,23.52779827547846,29.46643303283619
348,19.57289463505326,27.665037467630455,76.41128268335879,2.463516996369073,8.167969916134494,35.31552115161965,24.71254885097438
349,6.749623962325239,6.997717144697991,35.53892363849446,9.903942685013282,8.352338055568639,4.918750574457834,15.244299876530325
350,3.7180465097646294,9.72898752043763,17.17634705765542,10.149821919909233,8.35004947937305,5.406580761828429,18.89020226082074
351,1.8732520429779151,5.115814090470794,8.425723052898473,13.893792179178707,7.88184463791016,11.100758243115127,20.716492909825394
352,5.369001452108202,4.110063841091865,6.047767156845371,10.409616005078387,7.332975619556643,10.8641159285976,30.874405108386803
353,3.686457598088322,13.682124655633055,25.553302577128733,7.616562458609046,8.632417567107668,11.03322232704634,34.32159928301428
354,4.489208061597095,8.473824617293234,44.1114132544188,7.8710041879985,8.228411631900602,8.595737719958372,28.64497538935938
355,4.385266175930505,9.354282498845908,36.246678433098054,10.325971481324196,9.102938284198288,6.7832080974644535,35.94913729771708
356,1.2437854029815927,6.298403567120549,33.65893291388066,7.348512176009269,8.736701496951902,7.365009065350066,28.702236626264845
357,5.585940663115631,3.4697719551774657,41.13381691739785,12.288922595315215,8.911878157560563,7.205456895858717,18.163365463679895
358,16.179694436250116,32.786716362340705,98.28063561416775,1.3841155881803342,8.367394739331658,25.10094092168952,22.241593599678758
359,15.295446245046907,14.073801996776153,45.62388276053283,2.683307784798954,7.912202758158425,27.19226604927095,20.207822932332814
360,19.6097857236717,24.003880932237927,61.05266485572355,2.040734864123255,8.25826489669107,15.144028849880451,26.616740432228355
361,21.419929279253182,29.251827714294095,120.08749929692442,1.8786224865968406,8.773276676571156,28.994110135669533,36.02349746248301
362,15.533537148422756,25.87099036943142,59.350717863820904,5.798708114033689,8.660237325204816,20.189477099998243,34.710132423049544
363,10.610434617468245,15.776669001320258,39.936109848113915,5.294414116567548,7.829964027175861,20.71892299586547,35.54451732548791
364,3.331701682393029,8.472351590482575,50.239885679778475,7.826246680073264,8.893427722877362,12.345777873282296,32.55423077449997
365,11.619308910919688,13.445183210744752,73.16447283557892,1.575589234174906,8.986623933406548,19.194288066432392,32.92250334208208
366,25.26261935360371,26.59953037610171,87.44458290312184,3.0155758892650915,8.198772109476886,30.48342530509426,34.35706585135595
367,24.730758156195822,26.679916646888536,76.98976199107989,2.2357215319602473,8.167498779494776,25.28836245749914,21.546649387824097
368,22.215110430297777,32.737300926990955,104.53253679536104,1.1511490617483728,8.303575217002038,21.713820574303327,21.948297314933384
369,16.968841822768177,29.317780427350478,99.32135548129762,2.175491371255733,8.213029482110326,23.109519967072952,21.689075208855023
370,17.357705645530906,13.990145000134017,45.08132105428294,2.021677058204694,8.324077404090824,29.86502822920511,23.060254193370415
371,17.490146838151688,29.855492536309672,46.66161505009168,1.4070321615044947,8.448046200205638,22.660723465359467,26.838383935321907
372,18.947047608303322,27.896447643332174,112.31348942975453,2.2209418485179047,8.418585466409795,29.507823826402184,35.24881671445503
373,18.265688163285574,20.57003898922753,74.86522312200474,6.717375427266466,8.42855452380041,24.294953178734453,35.050546490205654
374,4.170111762972235,12.287843012404375,55.022629482070855,4.711707287018941,8.00864038825293,18.335582156111418,33.47020461959212
375,9.075840002651407,13.239484481924706,34.47164704202001,8.153009084437358,8.334372438101248,15.816299129665992,33.60663129454336
376,12.590114559488315,14.934578443370029,60.165526839451886,3.4153007583026516,8.808740212585771,11.719662705768028,31.510393633250796
377,19.434226294854817,22.049448945386686,68.42998782863964,2.6497446025984894,8.09733363479756,19.703173737733703,31.64243236217891
378,22.972660909473703,28.385496894706222,63.65650390427972,2.5331928897953517,8.503047769452856,25.947748679493934,23.315756501076237
379,26.62194900061699,26.25222699073625,87.92809125194259,1.4044049837712334,8.164780492256059,24.982593302942384,24.63494474597217
380,5.837778805036134,9.248071712460668,24.525113355129786,10.763878339040373,8.537265136547694,7.916660690940601,13.51189806737494
381,7.6411047335580475,11.479023213853406,34.14550646788166,9.339157354694121,8.540166921586884,11.208258671053217,34.617849139502546
382,4.636994001943,10.534494181744959,40.60033010556084,8.235753590425416,8.407500046020129,11.506695060933904,30.26918553639446
383,7.596744541726081,8.538564157087393,7.487688757580038,8.761177306838341,8.151592619406255,11.110393666293241,31.941058031240686
384,5.850963981017,7.690975487578249,42.6627370352841,9.848022326497492,8.385509254090167,3.1616314909253562,31.656672972761996
385,2.035675236118665,9.701999422135264,21.56019794086408,9.120047597327249,8.213497074044689,16.121472883978832,37.72535064370034
386,5.889288781833708,10.973042968262607,15.324000987218685,10.125421607720131,8.48384699659752,11.304407336074142,26.21262656306173
387,19.031968331478236,38.411397051176365,102.7527417553625,3.079775926379783,8.362892299667662,22.349671711762713,20.521488800350607
388,19.1935737750168,62.37201509666231,108.69958149949301,2.9472879684051314,7.88204720460313,22.007232201865353,25.2373376259866
389,21.284847168144452,40.49786115697934,76.6596891907278,2.5711057294895863,7.755174350028842,40.648623126204136,26.335992438491523
390,21.234448166250992,27.61411196387043,89.02550085744701,2.2081947191845552,7.9954251433317705,24.19680141490589,31.90022916352026
391,33.65012794795706,26.48726363530054,82.8093412962186,3.3810611412821077,8.005127221266045,42.28933891484014,35.84740243626375
392,13.018502354153869,15.450177276469274,75.84449457171938,3.56348246653977,7.864136498982389,28.118948345152084,31.65639618537184
393,5.298901721312989,8.190636859343034,30.433842617967148,3.5168919152437526,8.242299632590298,15.463157601020223,36.95749434876657
394,3.4421400618904805,15.013090534422707,37.07032850476621,5.658462385595355,8.329217825812878,6.903141769653329,34.137829623509425
395,6.837370660806798,9.569290666493483,32.12891172937172,9.45783158561228,8.253163583767773,8.946964312346278,35.771295637508885
396,15.82318633317141,32.222067426543795,71.58347846768419,7.497750949804294,7.692156373938606,30.84582532845408,34.338567928767034
397,10.522628743934659,20.243266480827977,59.244879691682115,2.0422462037231073,8.676171914832821,15.965125740389187,25.193151014376163
398,20.794415728671964,36.951314059029166,94.40373470706321,3.2743743854533527,7.457543288078215,28.54926069161055,21.605073035918192
399,19.990021053357705,36.11414533011022,108.69408047489235,1.2143229995886298,8.21318041604605,24.907714508297452,19.686464801228446
400,17.419401697245668,52.40786429695557,125.34566297516848,2.4435344972672755,8.090110305268537,26.984052570602067,21.437540784700438
401,23.180091481327903,41.48100349784596,83.64690168918426,2.620707231590866,8.055410756310888,31.43679516096544,30.196971121458734
402,18.991107238245498,28.993487595278694,73.44090523795904,1.0629574060322997,7.736361060324925,26.66506779664897,31.817305016060107
403,35.94068911499724,22.44294592141363,77.2026625906403,1.822887396411055,7.631908817684308,41.80411505520785,35.801466424508725
404,15.667637157431834,22.521569410082382,78.45859805291592,3.614429597118966,7.861674662124921,21.56094954595059,32.00612823466924
405,6.689862669297946,6.8546583823229295,34.10235928239299,5.9371132848283015,8.116549515068863,14.1876884757888,36.22812761964608
406,6.00155830066794,8.227407276743559,64.5161564511018,4.6465285483214505,8.339109785313987,11.769272642685136,35.39565449366949
407,8.757200303623911,12.834891940845168,36.01551209247585,9.306957370716455,8.15133161421205,13.270558701120088,33.80431357925504
408,17.8939360263693,30.926204348287996,70.9440364841406,8.006017733103784,7.619013361090311,24.36294619676253,31.822233167388706
409,9.738106833593148,26.17112739779667,61.38863120627779,2.9883055465047024,8.539882604838791,22.40838465598361,23.48531663069495
410,24.512934306196385,35.36070324948302,87.75404282385111,3.607607121116824,7.942466372675356,32.524602597805725,22.38427018522722
411,6.491158128813801,8.601634157258507,9.314325000206484,12.217266755135217,8.433564977050581,8.6327142944229,17.92930371081396
412,4.482040621718647,10.547054435732871,32.052883239740595,10.665315805799258,7.802264761775517,8.144862466954082,22.222610038370675
413,4.374913917779754,14.78479722254887,36.29231660570444,9.045070438762806,8.328591106798239,9.402086126656247,29.33764560191532
414,7.881511844264419,8.850407668465643,42.57296189766758,9.48425209850626,9.328494414557394,9.450754945228537,33.692400121567886
415,1.6152200846468028,5.424333822175696,27.241366839616568,8.395013785190148,7.818162018493984,5.593405981134124,32.21300243197598
416,2.559039799791977,7.725375027077554,34.88360696439326,8.335224073719699,8.12811499682834,3.651418939149274,36.9225252309198
417,8.679626232436332,10.1013060442739,24.064991693686814,9.392484625727661,8.590122031721421,3.219454296708836,31.184950516670128
418,6.846451082500102,9.57705038787508,28.784133691271638,8.778408610952907,8.219231396311795,9.77440933397052,31.85345902765536
419,1.884918191767013,7.838960891514361,22.202986542773928,9.234337647901945,8.516274223391683,7.239049005517215,32.83326674095013
420,4.38094798087486,10.937636214843737,20.579424913407642,10.729192318810446,8.595020237482762,2.857889191615563,25.30910074666679
421,3.2059753293792177,7.633472670083323,20.857593668347945,10.885625444942358,8.084761410305187,5.269870200883696,20.519977218951126
422,18.265597948773376,33.65505504224562,87.90123626821344,2.0592369336820364,7.469753807391324,27.99488357315974,20.80671691770965
423,29.343500628535214,37.88491082593366,107.31495641892855,3.3512615512265587,7.527884122128547,32.812288433954095,26.801832464600462
424,19.43366766505358,17.54147663848607,43.007334776476625,2.3696252169899754,7.371260678441896,25.528018808091655,21.790457818370534
425,30.98964060885959,37.7840191640706,85.000560295501,1.9271000489582957,7.621139134700655,39.09852731345073,36.961069736565584
426,32.07757749857552,30.189963943146086,63.01110037218858,2.165634590605019,8.227821625004315,38.06987303605834,36.80676720719877
427,16.299099854429066,43.70360130008992,105.69395349812417,4.680595584043641,8.127377389493205,23.682603402361863,33.22719285032783
428,26.803718335724255,35.31010713777175,89.83256636657771,3.377931899698936,8.365056615924502,31.103078459417,32.75599221831541
429,11.856848396680235,17.37833390008264,59.101278878348964,2.6457070625390378,7.866449677382111,17.628914965065743,29.83134239114849
430,4.165768303184467,10.432855744774805,46.52729554862684,4.945283083219918,7.847390675322736,12.139584786377673,25.479555069545835
431,19.1747040545917,26.3569127859874,74.03090580131406,1.6608090571517256,8.058573516007673,18.244569009474997,36.67891154597371
432,20.268620645750918,26.44903802403804,60.90183919212835,3.786612735667274,7.853752274237667,22.25627082772362,33.813804041583374
433,20.583869623711312,22.597814631674282,83.74029032409695,3.7134399683227524,7.841290632996744,25.273720764103256,20.507638735960587
434,19.04582385695826,47.18762661871052,86.6661519998051,1.5139205407307075,7.3324690793753176,28.939270086287472,23.33860098383606
435,27.35864138027361,31.651830087171472,111.45585752705176,3.1495732604603877,7.5674182801879315,31.243837279094546,27.375262077497332
436,19.624852137908096,20.856786240577094,63.859124413626006,3.0313408853668427,8.026324319123265,25.42580964514147,22.413115461082143
437,30.2550002908556,30.000931273926398,81.31353864978684,2.6657591744989735,7.640688654942866,30.36535060286416,37.38162624993348
438,30.157241356366438,29.129239164106473,79.63251496964939,2.1794530827162877,8.099860164007815,35.500426880959886,36.67724834928342
439,14.893148140079537,36.321636252263986,100.67168745977499,4.7844430479684785,8.188716835665776,19.717986406362407,33.56943483058464
440,29.44543227584602,37.23459010302756,82.44850872790221,5.202786798790987,8.264991563406165,33.61512003001168,32.48951693924216
441,16.994970120588672,15.191841121025636,61.2800091541576,3.924551273798099,7.754239059460936,20.521353293677855,33.48269600514457
442,8.972029791512998,13.868292437662639,50.480426244881855,3.5211672805720298,7.365787881348378,9.127548764088946,21.15461491363795
443,18.628799645492165,28.218439540220167,85.15998825378307,1.2649982732123886,7.678630699874543,21.57907431289598,38.42649018149634
444,20.150500514515375,26.96166664121546,71.99163960698021,3.4074764569498632,7.869266709213637,19.127394038758478,32.446464892509255
445,19.292165057202183,29.50227957325867,90.13634822466096,1.3298943557804406,7.92936561686376,22.502305551964692,17.738422170159694
446,7.321056015722771,2.898884862056409,6.69673693565549,11.190446914486742,8.307466091855424,10.166452018003136,19.260187508341694
447,3.0888011378979625,3.5709034221776257,33.19389341719101,10.748387802236909,8.067768578415109,10.09129473181622,21.452801726803745
448,4.6671428059181785,7.871434531675397,29.750487207054856,8.96526838929586,8.761759704385208,3.5657059576254504,27.51677210152454
449,4.25635748294823,5.068476977731024,27.811291644564005,10.79970723204626,8.723254053064903,10.919738216531226,30.693013768773753
450,5.897758747597787,13.171642848827133,26.372403242210805,9.275080715734397,8.828697886093643,7.826018336471768,31.103571029928297
451,6.647480266967886,9.488052166070194,19.92519054943629,9.571942147023968,9.059315422466547,3.9927552650875793,37.752213883989384
452,1.8368470445167417,4.9218475190759206,41.9411435665641,9.01981857463359,8.264598025148711,7.070098460384574,35.00812741198904
453,5.5385249331815505,5.068268872617239,24.936795201466424,13.098155747620243,9.044335559375071,3.7020484208140645,32.36030609679167
454,3.3587151350242035,3.7159251478174333,25.20425934495098,13.649624789051806,9.259279323345863,5.779287627338485,25.407581904874764
